sampleId	country	alabels	longitude	latitude	PC1	PC2
ind_29740	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0279	-0.0028
ind_29908	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0252	0.0046
ind_29945	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0282	0.0071
ind_30086	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0389	0.0099
ind_30432	Ireland	IE	-8.18040076502755	53.1966827266848	0.0383	0.0087
ind_30787	Austria	AT	14.1174253717318	47.59249681831	0.0146	-0.0195
ind_31112	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0258	0.012
ind_31555	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0277	-0.0521
ind_31694	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0323	-0.0042
ind_32991	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0322	0.0035
ind_33112	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0361	0.0126
ind_33167	Italy	IT	12.5	42	-0.0244	-0.0192
ind_33673	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0275	-3e-04
ind_34118	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0306	0.0014
ind_34315	Spain	ES	-3.56611484727657	40.3287080082217	0.0021	0.0232
ind_34434	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0342	0.0175
ind_34445	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0301	0.0123
ind_34563	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0317	-0.0055
ind_34864	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0289	0.0165
ind_36529	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0301	0.0224
ind_36974	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0239	0.0087
ind_37441	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.038	0.0221
ind_37472	Poland	PL	19.3946076487790	52.14189866452	0.0419	-0.0519
ind_38238	Spain	ES	-3.56611484727657	40.3287080082217	-0.0114	0.0322
ind_38417	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0292	0.0152
ind_39249	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0227	0.0037
ind_39339	Ireland	IE	-8.18040076502755	53.1966827266848	0.0364	0.0141
ind_39775	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0248	0.0103
ind_39936	Poland	PL	19.3946076487790	52.14189866452	0.0366	-0.0542
ind_39982	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0279	0.0018
ind_41167	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0302	-0.0049
ind_41355	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0335	0.0166
ind_41895	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0382	0.0193
ind_41915	Spain	ES	-3.56611484727657	40.3287080082217	-0.0211	0.0359
ind_41981	United Kingdom	UK	-2.33119501692698	53.5432480069741	-0.0539	-0.0226
ind_42194	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0317	-0.0018
ind_42283	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.03	0.0169
ind_42542	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0301	-0.0043
ind_43261	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0323	2e-04
ind_43818	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0279	0.0017
ind_45431	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0353	0.002
ind_46886	Poland	PL	19.3946076487790	52.14189866452	0.0318	-0.0529
ind_47545	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0332	-0.0014
ind_48078	Ireland	IE	-8.18040076502755	53.1966827266848	0.034	0.0043
ind_48414	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0404	0.0216
ind_49356	Poland	PL	19.3946076487790	52.14189866452	0.0168	-0.0553
ind_2516	Austria	AT	14.1174253717318	47.59249681831	0.0172	-0.0273
ind_2857	Austria	AT	14.1174253717318	47.59249681831	0.0113	-0.0252
ind_3060	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0268	0.0025
ind_5624	Germany	DE	10.3589016293772	51.0835556416166	0.0277	-0.0322
ind_5779	Germany	DE	10.3589016293772	51.0835556416166	0.0306	-0.0226
ind_5995	Netherlands	NL	5.66711565691123	52.2661386478456	0.024	0.0064
ind_6376	Kosovo	KS	21.1	42.7	-0.0261	-0.0587
ind_8472	Germany	DE	10.3589016293772	51.0835556416166	0.0233	-0.0135
ind_9098	Greece	GR	22.7088465896785	40.0341318427376	-0.0494	-0.0339
ind_10364	Germany	DE	10.3589016293772	51.0835556416166	0.0237	-0.0081
ind_10438	Germany	DE	10.3589016293772	51.0835556416166	0.0304	-0.0222
ind_11180	Netherlands	NL	5.66711565691123	52.2661386478456	0.0306	-0.0077
ind_11628	Italy	IT	12.5	42	-0.0294	-0.0042
ind_11713	Spain	ES	-3.56611484727657	40.3287080082217	-0.0211	0.0388
ind_11866	Netherlands	NL	5.66711565691123	52.2661386478456	0.0286	-9e-04
ind_13522	Poland	PL	19.3946076487790	52.14189866452	0.0348	-0.0637
ind_14215	Swiss-Italian	CH	8.95	46	-0.0648	-0.0157
ind_14603	Germany	DE	10.3589016293772	51.0835556416166	0.0376	-0.0186
ind_14866	Germany	DE	10.3589016293772	51.0835556416166	0.0395	-0.0193
ind_15669	Serbia and Montenegro	YG	20.6157230848337	43.9494926410995	-0.0066	-0.0468
ind_15803	Belgium	BE	4.61479191810973	50.6615342351454	0.0183	-0.0073
ind_16418	Poland	PL	19.3946076487790	52.14189866452	0.0358	-0.0582
ind_18629	Belgium	BE	4.61479191810973	50.6615342351454	0.0155	0.0051
ind_20323	Germany	DE	10.3589016293772	51.0835556416166	0.0241	-0.0259
ind_20923	Norway	NO	10.68	59.93	0.0451	-0.0205
ind_20938	Belgium	BE	4.61479191810973	50.6615342351454	0.0175	-0.0012
ind_24186	Bosnia and Herzegovina	BA	17.8620230363970	44.1758758177205	6e-04	-0.0568
ind_25668	Finland	FI	24.93	60.17	0.0478	-0.0378
ind_26062	Germany	DE	10.3589016293772	51.0835556416166	0.0087	-0.0144
ind_26872	Germany	DE	10.3589016293772	51.0835556416166	0.0083	-0.0136
ind_27907	Belgium	BE	4.61479191810973	50.6615342351454	0.0148	0.0063
ind_28749	Belgium	BE	4.61479191810973	50.6615342351454	0.0169	0.0013
ind_29802	Germany	DE	10.3589016293772	51.0835556416166	0.0103	-0.0156
ind_29864	Scotland	Sct	-3.2	55.95	0.034	0.0053
ind_31028	France	FR	2.39432767075193	46.6058680055316	0.0137	0.0039
ind_31597	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0325	0.0112
ind_32093	Netherlands	NL	5.66711565691123	52.2661386478456	0.0203	0.001
ind_32994	Germany	DE	10.3589016293772	51.0835556416166	0.0158	-0.0159
ind_33609	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0203	0.0053
ind_33658	Belgium	BE	4.61479191810973	50.6615342351454	0.0157	-0.0031
ind_34018	Sweden	SE	18	59.35	0.0472	-0.0261
ind_34088	Germany	DE	10.3589016293772	51.0835556416166	-0.0391	-0.0096
ind_34751	Belgium	BE	4.61479191810973	50.6615342351454	0.018	-0.0077
ind_34763	Germany	DE	10.3589016293772	51.0835556416166	0.0188	-0.0098
ind_35073	Austria	AT	14.1174253717318	47.59249681831	0.0189	-0.0315
ind_35823	Poland	PL	19.3946076487790	52.14189866452	0.0295	-0.0637
ind_36446	Ireland	IE	-8.18040076502755	53.1966827266848	0.0283	0.0129
ind_37502	Germany	DE	10.3589016293772	51.0835556416166	0.0134	-0.0121
ind_38690	Belgium	BE	4.61479191810973	50.6615342351454	0.0253	0.0057
ind_39886	Austria	AT	14.1174253717318	47.59249681831	0.0153	-0.0137
ind_40063	Germany	DE	10.3589016293772	51.0835556416166	0.0151	-0.0163
ind_40612	Germany	DE	10.3589016293772	51.0835556416166	0.0287	-0.0167
ind_41484	Croatia	HR	16.1	45.32	0.0204	-0.0491
ind_41934	Netherlands	NL	5.66711565691123	52.2661386478456	0.0304	-0.0173
ind_43090	Germany	DE	10.3589016293772	51.0835556416166	0.0293	-0.0268
ind_46712	Germany	DE	10.3589016293772	51.0835556416166	0.0088	-0.0087
ind_46831	Germany	DE	10.3589016293772	51.0835556416166	0.0198	-0.0212
ind_46856	Netherlands	NL	5.66711565691123	52.2661386478456	0.038	-0.0127
ind_46982	Germany	DE	10.3589016293772	51.0835556416166	0.0319	-0.0114
ind_47069	Netherlands	NL	5.66711565691123	52.2661386478456	0.0386	-0.0099
ind_48974	Scotland	Sct	-3.2	55.95	0.0245	-0.0033
ind_49462	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0319	0.0033
ind_174	Sweden	SE	18	59.35	0.0321	-0.0076
ind_268	Germany	DE	10.3589016293772	51.0835556416166	0.0281	-0.0096
ind_997	Poland	PL	19.3946076487790	52.14189866452	0.0387	-0.0582
ind_1827	Belgium	BE	4.61479191810973	50.6615342351454	0.0184	-0.0027
ind_2599	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0288	0.0069
ind_3861	Poland	PL	19.3946076487790	52.14189866452	0.0383	-0.0646
ind_4200	Belgium	BE	4.61479191810973	50.6615342351454	0.0269	0.0036
ind_5123	Germany	DE	10.3589016293772	51.0835556416166	0.0199	0.0033
ind_5907	Russian Federation	RU	37.5	55.75	0.0402	-0.0646
ind_5994	Belgium	BE	4.61479191810973	50.6615342351454	0.0145	-0.003
ind_6796	Belgium	BE	4.61479191810973	50.6615342351454	0.0152	0.0025
ind_7490	Germany	DE	10.3589016293772	51.0835556416166	0.0381	-0.0405
ind_10045	Belgium	BE	4.61479191810973	50.6615342351454	0.0181	-0.0031
ind_11397	Poland	PL	19.3946076487790	52.14189866452	0.0361	-0.0509
ind_11526	Germany	DE	10.3589016293772	51.0835556416166	0.0194	-0.0204
ind_11844	Germany	DE	10.3589016293772	51.0835556416166	0.0359	-0.0086
ind_13832	Germany	DE	10.3589016293772	51.0835556416166	0.0235	-0.0145
ind_13948	Belgium	BE	4.61479191810973	50.6615342351454	0.0095	0.005
ind_14213	Poland	PL	19.3946076487790	52.14189866452	0.0326	-0.0606
ind_14703	Sweden	SE	18	59.35	0.0432	-0.0304
ind_15389	Belgium	BE	4.61479191810973	50.6615342351454	0.0266	-0.0013
ind_15532	Belgium	BE	4.61479191810973	50.6615342351454	0.0138	-0.005
ind_15630	Germany	DE	10.3589016293772	51.0835556416166	0.0371	-0.0297
ind_16625	Austria	AT	14.1174253717318	47.59249681831	0.0039	-0.0185
ind_16859	Germany	DE	10.3589016293772	51.0835556416166	0.0132	-0.0128
ind_18047	Poland	PL	19.3946076487790	52.14189866452	0.0246	-0.0523
ind_18145	Poland	PL	19.3946076487790	52.14189866452	0.0273	-0.0595
ind_19056	Belgium	BE	4.61479191810973	50.6615342351454	0.0194	0.0139
ind_19310	Ireland	IE	-8.18040076502755	53.1966827266848	0.0356	0.0136
ind_20231	Germany	DE	10.3589016293772	51.0835556416166	0.0123	-0.0075
ind_20374	Belgium	BE	4.61479191810973	50.6615342351454	0.0215	0.0025
ind_20585	Norway	NO	10.68	59.93	0.0422	-0.0127
ind_20892	Belgium	BE	4.61479191810973	50.6615342351454	0.0103	0.0051
ind_21103	Germany	DE	10.3589016293772	51.0835556416166	0.011	-0.0059
ind_21527	Netherlands	NL	5.66711565691123	52.2661386478456	0.0323	9e-04
ind_21744	Germany	DE	10.3589016293772	51.0835556416166	0.0435	-0.0132
ind_21915	Slovenia	SI	14.7739665751100	46.1226431116918	0.0121	-0.0416
ind_23315	Ireland	IE	-8.18040076502755	53.1966827266848	0.0298	0.007
ind_23871	Germany	DE	10.3589016293772	51.0835556416166	0.033	-8e-04
ind_24748	Russian Federation	RU	37.5	55.75	0.0315	-0.0618
ind_24879	Belgium	BE	4.61479191810973	50.6615342351454	0.0182	-0.0115
ind_25439	Germany	DE	10.3589016293772	51.0835556416166	0.0197	-0.0165
ind_26381	Belgium	BE	4.61479191810973	50.6615342351454	0.0179	2e-04
ind_26412	Germany	DE	10.3589016293772	51.0835556416166	0.0081	-0.0181
ind_27647	Germany	DE	10.3589016293772	51.0835556416166	0.0289	-0.0091
ind_27842	Sweden	SE	18	59.35	0.0401	-0.0089
ind_28108	Germany	DE	10.3589016293772	51.0835556416166	0.0247	-0.0229
ind_28158	Germany	DE	10.3589016293772	51.0835556416166	0.0239	-0.0101
ind_30724	Germany	DE	10.3589016293772	51.0835556416166	0.0196	-0.0253
ind_31487	Germany	DE	10.3589016293772	51.0835556416166	0.0322	-0.0101
ind_32304	Belgium	BE	4.61479191810973	50.6615342351454	0.0163	-0.0078
ind_33372	Germany	DE	10.3589016293772	51.0835556416166	0.0306	-0.0187
ind_36415	Netherlands	NL	5.66711565691123	52.2661386478456	0.0335	-0.0128
ind_36607	Poland	PL	19.3946076487790	52.14189866452	0.0353	-0.0519
ind_36643	France	FR	2.39432767075193	46.6058680055316	0.007	0.0098
ind_37702	Belgium	BE	4.61479191810973	50.6615342351454	0.0212	-1e-04
ind_38872	Sweden	SE	18	59.35	0.0367	-0.0216
ind_39663	Austria	AT	14.1174253717318	47.59249681831	0.0141	-0.0305
ind_40448	Poland	PL	19.3946076487790	52.14189866452	0.0376	-0.0469
ind_41863	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0315	0.0174
ind_42091	Belgium	BE	4.61479191810973	50.6615342351454	0.0168	0.0072
ind_42738	Belgium	BE	4.61479191810973	50.6615342351454	0.0188	0.0071
ind_42880	Germany	DE	10.3589016293772	51.0835556416166	0.0375	-0.0215
ind_43885	Germany	DE	10.3589016293772	51.0835556416166	0.0223	-0.0188
ind_47436	Poland	PL	19.3946076487790	52.14189866452	0.0214	-0.033
ind_49264	Belgium	BE	4.61479191810973	50.6615342351454	0.0242	-0.0073
ind_49632	Germany	DE	10.3589016293772	51.0835556416166	0.0181	-0.0208
ind_56	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.04	0.017
ind_119	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0273	4e-04
ind_3013	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0359	0.0202
ind_3445	Cyprus	CY	33.1996854536619	35.0981563694544	-0.0731	-0.0388
ind_3716	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0394	0.0201
ind_4439	Ireland	IE	-8.18040076502755	53.1966827266848	0.0339	0.004
ind_4746	Spain	ES	-3.56611484727657	40.3287080082217	-0.0189	0.0339
ind_5314	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0277	-0.0084
ind_5383	Ireland	IE	-8.18040076502755	53.1966827266848	0.0373	0.0083
ind_6035	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0354	0.0233
ind_6125	Ireland	IE	-8.18040076502755	53.1966827266848	0.0401	0.0095
ind_6423	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.033	0.005
ind_6460	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0317	0.0104
ind_6939	United Kingdom	UK	-2.33119501692698	53.5432480069741	-0.0666	-0.0283
ind_8526	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0291	1e-04
ind_10060	Ireland	IE	-8.18040076502755	53.1966827266848	0.035	0.0053
ind_10208	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0294	0.0118
ind_10400	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0311	0.0034
ind_10514	Ireland	IE	-8.18040076502755	53.1966827266848	0.0312	0.016
ind_12146	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0263	-0.0124
ind_14432	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0254	0.0069
ind_14444	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0333	-0.0035
ind_16049	Ireland	IE	-8.18040076502755	53.1966827266848	0.0364	0.0116
ind_17361	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.036	0.0109
ind_17969	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0038	-0.0119
ind_18306	Ireland	IE	-8.18040076502755	53.1966827266848	0.0354	0.0181
ind_18517	Ireland	IE	-8.18040076502755	53.1966827266848	0.0309	0.02
ind_19070	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0297	0.0012
ind_19162	France	FR	2.39432767075193	46.6058680055316	-0.0042	0.0198
ind_19929	Ireland	IE	-8.18040076502755	53.1966827266848	0.0401	0.0177
ind_20129	Cyprus	CY	33.1996854536619	35.0981563694544	-0.0734	-0.0395
ind_20322	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0264	0.0078
ind_20649	Ireland	IE	-8.18040076502755	53.1966827266848	0.0392	0.0099
ind_21090	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0288	0.0032
ind_21314	Ireland	IE	-8.18040076502755	53.1966827266848	0.0299	0.0061
ind_22354	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0294	-0.0095
ind_23062	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0312	0.0077
ind_23447	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0328	0.005
ind_23737	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0291	0.0046
ind_24067	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0313	-0.0087
ind_24172	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0171	0.0072
ind_24463	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.033	0.0108
ind_24725	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.04	0.0177
ind_24756	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.033	0.0032
ind_25539	Ireland	IE	-8.18040076502755	53.1966827266848	0.038	0.0109
ind_26613	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0305	0.0066
ind_26909	Ireland	IE	-8.18040076502755	53.1966827266848	0.0395	0.0149
ind_26969	Ireland	IE	-8.18040076502755	53.1966827266848	0.0272	0.0118
ind_27025	Ireland	IE	-8.18040076502755	53.1966827266848	0.0354	0.012
ind_27496	Ireland	IE	-8.18040076502755	53.1966827266848	0.0358	0.0199
ind_27884	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0231	0.0018
ind_29476	Ireland	IE	-8.18040076502755	53.1966827266848	0.0341	0.012
ind_29735	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0241	-0.0038
ind_29956	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0282	0
ind_30979	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0287	0.0046
ind_31079	Ireland	IE	-8.18040076502755	53.1966827266848	0.0333	0.0225
ind_31376	Serbia and Montenegro	YG	20.6157230848337	43.9494926410995	-0.0092	-0.0541
ind_31424	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0398	-0.0014
ind_31877	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0278	-0.0046
ind_32415	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0315	-0.0035
ind_32834	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0228	-0.0015
ind_33392	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0333	-8e-04
ind_34049	Italy	IT	12.5	42	-0.0494	0.0397
ind_36789	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0275	0.0085
ind_37544	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0407	0.007
ind_39103	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0306	-0.0011
ind_40363	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0245	-0.0025
ind_40529	Ireland	IE	-8.18040076502755	53.1966827266848	0.0405	0.0044
ind_42294	Ireland	IE	-8.18040076502755	53.1966827266848	0.0379	0.0239
ind_44273	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.028	-3e-04
ind_44466	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.035	0.0037
ind_45560	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0315	0.0113
ind_45698	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.028	-0.0012
ind_48171	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.03	0.0081
ind_48703	United Kingdom	UK	-2.33119501692698	53.5432480069741	0.0289	-0.002
